,Sample.ID,X.2,X.1,ID,Experimenter,Mic..Plate,Tube.number,Tube.weight,Nest.Site,Date.opened,Date.closed,Sex,Dev.stage,Pollen.Weight,Treatment.Group,Vol..Treatment,X,Plate,sample.date,larval.weight,days.to.maturity,dead.on.exp.day,death.date,died,status,X5.May,X7.May,X10.May,X12.May,X14.May,X17.May,X19.May,X20.May,X21.May,X22.May,X23.May,X24.May,X25.May,X26.May,X27.May,X28.May,X29.May,X30.May,X31.May,X1.Jun,X2.Jun,X3.Jun,X4.Jun,X5.Jun,X6.Jun,X7.Jun,X8.Jun,X9.Jun,X10.Jun,X11.Jun,X12.Jun,X13.Jun,X14.Jun,X15.Jun,X16.Jun,X17.Jun,NOTES,closed.coccoon..y.only.,Treatment,time,mic.plate,date.out.of.fridge,date.emerged,did.not.emerge,date.dead,adult.weight,sex,notes
305,MTV93,581,486,NA,Maria,25,13,4.54,Mark,5/14/21,5/13/21,F,e,0.251,Cap Low,13.5,,25,5/31/21,0.1192,18,NA,NA,0,1,,,,,,fl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,18,25,4/12/22,4/18/22,,,0.029,F,
306,MTV94,582,487,NA,Maria,25,13,4.54,Mark,5/14/21,5/13/21,F,e,0.287,Acetone,15.43,,25,6/5/21,0.134,23,NA,NA,0,1,,,,,,fl,dl,dl,dl,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Acetone,23,25,4/12/22,4/18/22,,,0.031,F,
307,MTV97,584,489,NA,Maria,25,13,4.54,Mark,5/14/21,5/13/21,M,e,0.142,Difen High,7.6,,25,6/2/21,0.0758,20,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,,,,sp,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,20,25,4/12/22,4/15/22,,,0.018,M,
308,MTV99,585,490,NA,Maria,50,13,4.54,Mark,5/14/21,5/13/21,M,e,0.153,Cap High,8.22,,26,6/4/21,0.0746,22,NA,NA,0,1,,,,,,fl,fl,,dl,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Cap High,22,50,4/12/22,4/15/22,,,0.016,M,
309,NF11,148,493,NA,Nathalia,5,3,4.3,Comstock,5/5/21,5/4/21,F,e,0.261,Acetone,14,,5,5/29/21,0.1074,25,NA,NA,0,1,,e,fl,fl,dl,dl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Acetone,25,5,4/12/22,4/17/22,,,0.023,F,
310,NF16,153,498,NA,Nathalia,5,3,4.3,Comstock,5/5/21,5/4/21,M,e,0.152,Cap Low,8.2,,5,5/27/21,0.0714,23,NA,NA,0,1,,e,fl,fl,dl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,23,5,4/12/22,4/14/22,,,0.016,M,
311,NF22,158,504,NA,Nathalia,5,4,4.44,Nathalia,5/6/21,5/4/21,F,e,0.253,Cap High,13.6,,5,5/26/21,0.1205,22,NA,NA,0,1,,hl,fl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,22,5,4/12/22,4/16/22,,,0.027,F,
312,NF24,160,506,NA,Nathalia,5,4,4.44,Nathalia,5/6/21,5/4/21,M,e,0.158,None,NA,,5,5/26/21,0.0836,22,NA,NA,0,1,,hl,fl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,22,5,4/12/22,4/14/22,,,0.017,M,
313,NF26,369,508,NA,Nathalia,16,5,4.59,Comstock,5/11/21,5/10/21,F,e,0.252,Acetone,13.55,,16,5/28/21,0.1117,18,NA,NA,0,1,,,,e,fl,fl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,18,16,4/12/22,4/16/22,,,0.026,F,
314,NF27,370,509,NA,Nathalia,16,5,4.59,Comstock,5/11/21,5/10/21,F,e,0.257,Difen Low,13.82,,16,5/26/21,0.1299,16,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,16,16,4/12/22,4/17/22,,,0.026,,
315,NF28,371,510,NA,Nathalia,16,5,4.59,Comstock,5/11/21,5/10/21,F,e,0.2179,Cap High,11.72,,16,6/1/21,0.1029,22,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,22,16,4/12/22,4/16/22,,,0.024,F,
316,NF29,372,511,NA,Nathalia,16,5,4.59,Comstock,5/11/21,5/10/21,F,e,0.268,None,NA,,16,5/31/21,0.0885,21,NA,NA,0,1,,,,e,fl,fl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,21,16,4/12/22,4/17/22,,,0.028,F,
317,NF30,373,512,NA,Nathalia,16,6,4.55,Bryan,5/11/21,5/8/21,M,e,0.129,Cap High,6.93,,16,5/27/21,0.0664,19,NA,NA,0,1,,,,e,fl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,19,16,4/12/22,4/16/22,,,0.014,M,
318,NF31,374,513,NA,Nathalia,16,6,4.55,Bryan,5/11/21,5/8/21,M,e,0.152,Difen Low,8.17,,16,6/5/21,0.0593,28,NA,NA,0,1,,,,,,,,,,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen Low,28,16,4/12/22,,x,,NA,,
319,NF32,375,514,NA,Nathalia,16,6,4.55,Bryan,5/11/21,5/8/21,M,e,0.158,None,NA,,16,5/26/21,0.0871,18,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,18,16,4/12/22,4/16/22,,,0.018,M,
320,NF33,376,515,NA,Nathalia,16,6,4.55,Bryan,5/11/21,5/8/21,F,l,0.223,Cap Low,11.98,,16,5/26/21,0.1183,18,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,18,16,4/12/22,4/18/22,,,0.028,F,
321,NF34,377,516,NA,Nathalia,16,6,4.55,Bryan,5/11/21,5/8/21,F,l,0.232,Acetone,12.47,,16,5/27/21,0.1107,19,NA,NA,0,1,,,,fl,dl,dl,dl,dl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,19,16,4/12/22,4/18/22,,,0.027,F,
322,NF35,378,517,NA,Nathalia,16,6,4.55,Bryan,5/11/21,5/8/21,F,l,0.256,Acetone,13.76,,16,5/31/21,0.1254,23,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,23,16,4/12/22,4/18/22,,,0.033,F,
323,NF36,379,518,NA,Nathalia,16,6,4.55,Bryan,5/11/21,5/8/21,F,l,0.281,None,NA,,16,5/31/21,0.1153,23,NA,NA,0,1,,,,fl,fl,dl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,23,16,4/12/22,4/17/22,,,0.029,F,
324,NF37,380,519,NA,Nathalia,16,7,4.73,Nathalia,5/13/21,5/12/21,F,e,0.248,Difen High,13.33,,16,5/28/21,0.1181,16,NA,NA,0,1,,,,empty,fl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,16,16,4/12/22,4/21/22,,,0.026,F,
325,NF39,381,521,NA,Nathalia,16,7,4.73,Nathalia,5/13/21,5/12/21,F,e,0.145,Cap Low,13.17,,16,5/29/21,0.1296,17,NA,NA,0,1,,,,empty,hl,fl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Cap Low,17,16,4/12/22,4/21/22,,,0.026,F,
326,NF41,382,524,NA,Nathalia,16,7,4.73,Nathalia,5/13/21,5/12/21,M,e,0.159,Cap High,8.54,,16,6/1/21,0.0827,20,NA,NA,0,1,,,,empty,e,fl,dl,dl,dl-small,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,20,16,4/12/22,4/16/22,,,0.016,M,
327,NF42,383,525,NA,Nathalia,16,7,4.73,Nathalia,5/13/21,5/12/21,M,e,0.153,Difen High,8.22,,16,5/28/21,0.0714,16,NA,NA,0,1,,,,empty,e,fl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,16,16,4/12/22,4/16/22,,,0.013,M,
328,NF43,384,526,NA,Nathalia,16,7,4.73,Nathalia,5/13/21,5/12/21,M,e,0.155,Cap Low,8.33,,16,5/31/21,0.0738,19,NA,NA,0,1,,,,empty,e,fl,dl,dl,dl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,19,16,4/12/22,4/17/22,,,0.015,M,
329,NF44,385,527,NA,Nathalia,16,7,4.73,Nathalia,5/13/21,5/12/21,M,e,0.141,Acetone,7.58,,16,6/2/21,0.0682,21,NA,NA,0,1,,,,hl,fl,fl,dl,dl,dl-small,,,,,,,,,,,,sp,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,21,16,4/12/22,4/19/22,,,0.015,M,
330,NF45,386,528,NA,Nathalia,16,7,4.73,Nathalia,5/13/21,5/12/21,M,e,0.1503,Difen High,8.08,,16,6/1/21,0.0691,20,NA,NA,0,1,,,,empty,e,fl,fl,fl,dl,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,20,16,4/12/22,4/17/22,,,0.014,M,
331,NF46,387,529,NA,Nathalia,16,7,4.73,Nathalia,5/13/21,5/12/21,M,e,0.131,Cap Low,7.04,,16,5/29/21,0.0615,17,NA,NA,0,1,,,,empty,e,fl,fl,fl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Cap Low,17,16,4/12/22,4/17/22,,,0.012,M,
332,NF47,388,530,NA,Nathalia,16,8,4.42,Mark,5/13/21,5/12/21,F,e,0.256,Difen Low,13.76,,16,5/28/21,0.1309,16,NA,NA,0,1,,,,empty,hl,fl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,16,16,4/12/22,4/21/22,,,0.026,F,
333,NF49,496,532,NA,Nathalia,22,8,4.42,Mark,5/13/21,5/12/21,M,e,0.157,None,NA,,22,5/29/21,0.0702,17,NA,NA,0,1,,,,,hl,fl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,None,17,22,4/12/22,4/14/22,,,0.015,M,
334,NF50,497,534,NA,Nathalia,22,8,4.42,Mark,5/13/21,5/12/21,M,e,0.163,None,NA,,22,5/28/21,0.0828,16,NA,NA,0,1,,,,,hl,fl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,16,22,4/12/22,4/14/22,,,0.015,M,
335,NF51,498,535,NA,Nathalia,22,8,4.42,Mark,5/13/21,5/12/21,M,e,0.142,Difen Low,7.63,,22,5/28/21,0.073,16,NA,NA,0,1,,,,,e,fl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,y,Difen Low,16,22,4/12/22,4/14/22,,,0.014,M,
336,NF52,499,536,NA,Nathalia,22,8,4.42,Mark,5/13/21,5/12/21,M,e,0.141,Difen High,7.58,,22,5/29/21,0.065,17,NA,NA,0,1,,,,,e,fl,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Difen High,17,22,4/12/22,4/14/22,,,0.015,M,
337,NF53,500,537,NA,Nathalia,22,8,4.42,Mark,5/13/21,5/12/21,M,e,0.127,Acetone,6.82,,22,5/28/21,0.0619,16,NA,NA,0,1,,,,,e,fl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,y,Acetone,16,22,4/12/22,4/14/22,,,0.014,M,
338,NF54,501,538,NA,Nathalia,22,8,4.42,Mark,5/13/21,5/12/21,M,e,0.136,Cap High,7.31,,22,5/30/21,0.0726,18,NA,NA,0,1,,,,,e,fl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,18,22,4/12/22,4/14/22,,,0.017,M,
339,NF55,502,539,NA,Nathalia,22,8,4.42,Mark,5/13/21,5/12/21,F,l,0.221,Cap High,11.88,,22,5/30/21,0.1155,18,NA,NA,0,1,,,,,fl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,18,22,4/12/22,4/16/22,,,0.027,F,
340,NF56,503,540,NA,Nathalia,22,8,4.42,Mark,5/13/21,5/12/21,F,l,0.244,Cap High,13.12,,22,5/30/21,0.1064,18,NA,NA,0,1,,,,,fl,dl,dl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,6/01 .1184,,Cap High,18,22,4/12/22,4/14/22,,,0.024,M,
341,NF57,504,541,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,F,l,0.192,Acetone,10.32,,22,5/27/21,0.1063,13,NA,NA,0,1,,,,,,,fl,fl,dl,,,,,,sp,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,13,22,4/12/22,4/18/22,,,0.024,F,
342,NF58,505,542,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,F,l,0.236,Cap Low,12.68,,22,5/29/21,0.1278,15,NA,NA,0,1,,,,,,,dl,dl,dl,,,,,,,,sp,,,,,,,,,,,,,,,NA,NA,NA,NA,,,n,Cap Low,15,22,4/12/22,4/19/22,,,0.028,F,
343,NF59,506,543,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,F,l,0.195,Cap Low,10.48,,22,5/30/21,0.1078,16,NA,NA,0,1,,,,,,,fl,dl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,16,22,4/12/22,4/18/22,,,0.023,F,
344,NF6,163,544,NA,Nathalia,5,2,5.06,Nathalia,5/5/21,5/3/21,M,l,0.212,Difen High,11.39,,5,5/28/21,0.1022,25,NA,NA,0,1,,fl,dl,dl,dl,dl,dl,dl,dl,,,,,,,sp,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,25,5,4/12/22,4/15/22,,,0.025,F,
345,NF60,507,545,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,F,l,0.2113,Difen High,11.34,,22,5/30/21,0.1133,16,NA,NA,0,1,,,,,,,fl,fl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,y,Difen High,16,22,4/12/22,4/18/22,,,0.025,F,
346,NF61,508,546,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,F,l,0.216,Difen Low,11.61,,22,5/30/21,0.1154,16,NA,NA,0,1,,,,,,,fl,fl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,16,22,4/12/22,4/18/22,,,0.024,F,
347,NF62,509,547,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,M,l,0.112,Cap Low,6.02,,22,5/30/21,0.0633,16,NA,NA,0,1,,,,,,,fl,fl,dl,,,,,,,,,sp,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,16,22,4/12/22,4/14/22,,,0.014,M,
348,NF63,510,548,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,M,l,0.122,Difen High,6.56,,22,6/1/21,0.0638,18,NA,NA,0,1,,,,,,,fl,fl,dl,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,18,22,4/12/22,4/14/22,,,0.014,M,
349,NF64,511,549,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,M,e,0.127,None,NA,,22,5/31/21,0.0649,17,NA,NA,0,1,,,,,,,fl,fl,fl,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,None,17,22,4/12/22,4/14/22,,,0.014,M,
350,NF65,512,550,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,M,e,0.115,Cap Low,6.18,,22,6/1/21,0.0643,18,NA,NA,0,1,,,,,,,fl,fl,fl,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,18,22,4/12/22,4/14/22,,,0.013,M,
351,NF66,513,551,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,M,e,0.109,Acetone,5.86,,22,6/1/21,0.0603,18,NA,NA,0,1,,,,,,,fl,fl,fl,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,18,22,4/12/22,4/16/22,,,0.012,M,
352,NF67,514,552,NA,Nathalia,22,9,4.97,Mark,5/18/21,5/14/21,M,e,0.105,Difen Low,5.64,,22,6/3/21,0.0574,20,NA,NA,0,1,,,,,,,hl,hl,fl,,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,20,22,4/12/22,4/14/22,,,0.012,M,
353,NF69,515,553,NA,Nathalia,22,10,3.27,Nathalia,5/18/21,5/16/21,F,e,0.196,Acetone,10.53,,22,6/5/21,0.0967,20,NA,NA,0,1,,,,,,,hl,hl,fl,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Acetone,20,22,4/12/22,4/16/22,,,0.023,F,
354,NF7,164,554,NA,Nathalia,5,2,5.06,Nathalia,5/5/21,5/3/21,M,e,0.142,Cap High,7.63,,5,5/26/21,0.1133,23,NA,NA,0,1,,fl,dl,dl,dl,dl,dl,dl,dl,,,,,sp,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,23,5,4/12/22,4/17/22,,,0.027,F,
355,NF70,516,555,NA,Nathalia,22,10,3.27,Nathalia,5/18/21,5/16/21,M,e,0.149,Difen High,8.01,,22,6/5/21,0.0771,20,NA,NA,0,1,,,,,,,e,hl,fl,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen High,20,22,4/12/22,4/14/22,,,0.019,M,
356,NF71,517,556,NA,Nathalia,22,10,3.27,Nathalia,5/18/21,5/16/21,M,e,0.161,Difen Low,8.65,,22,6/6/21,0.0634,21,NA,NA,0,1,,,,,,,e,hl,fl,,,,,,,,,,,,,,,,sp,,,,,,,NA,NA,NA,NA,,houdini,y,Difen Low,21,22,4/12/22,4/15/22,,,0.015,M,
357,NF72,518,557,NA,Nathalia,22,10,3.27,Nathalia,5/18/21,5/16/21,M,e,0.142,None,NA,,22,6/6/21,0.0493,21,NA,NA,0,1,,,,,,,e,hl,fl,,,,,,,,,,,,,,,,sp,,,,,,,NA,NA,NA,NA,,houdini,y,None,21,22,4/12/22,4/14/22,,,0.012,M,
358,NF73,708,558,NA,Nathalia,34,11,4.58,Nathalia,5/19/21,5/16/21,F,l,0.199,None,NA,,34,6/3/21,0.1024,18,NA,NA,0,1,,,,,,,,,dl,dl,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,None,18,34,4/12/22,4/16/22,,,0.023,F,
359,NF74,709,559,NA,Nathalia,34,11,4.58,Nathalia,5/19/21,5/16/21,F,l,0.207,Cap Low,11.13,,34,6/5/21,0.1052,20,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Cap Low,20,34,4/12/22,4/14/22,,,0.025,F,
360,NF77,712,562,NA,Nathalia,34,11,4.58,Nathalia,5/19/21,5/16/21,F,l,0.221,None,NA,,34,6/4/21,0.1197,19,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,None,19,34,4/12/22,4/19/22,,,0.028,F,
361,NF78,713,563,NA,Nathalia,34,11,4.58,Nathalia,5/19/21,5/16/21,F,e,0.215,None,NA,,34,6/3/21,0.1013,18,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,None,18,34,4/12/22,4/17/22,,,0.022,M,
362,NF79,714,564,NA,Nathalia,34,11,4.58,Nathalia,5/19/21,5/16/21,M,e,0.135,Difen High,7.26,,34,6/5/21,0.071,20,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen High,20,34,4/12/22,4/14/22,,,0.018,M,
363,NF80,715,566,NA,Nathalia,34,11,4.58,Nathalia,5/19/21,5/16/21,M,e,0.133,Difen Low,7.15,,34,6/5/21,0.0754,20,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen Low,20,34,4/12/22,4/14/22,,,0.017,M,
364,NF81,716,567,NA,Nathalia,34,12,5.05,Sanderson,5/19/21,5/17/21,F,l,0.236,Difen High,12.69,,34,6/5/21,0.1243,19,NA,NA,0,1,,,,,,,,,fl ,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen High,19,34,4/12/22,4/16/22,,,0.03,F,
365,NF82,717,568,NA,Nathalia,34,12,5.05,Sanderson,5/19/21,5/17/21,F,l,0.254,Acetone,13.65,,34,6/5/21,0.1274,19,NA,NA,0,1,,,,,,,,,fl ,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,yes,Acetone,19,34,4/12/22,4/16/22,,,0.031,F,
366,NF83,718,569,NA,Nathalia,34,12,5.05,Sanderson,5/19/21,5/17/21,M,l,0.129,Difen Low,6.93,,34,5/31/21,0.0715,14,NA,NA,0,1,,,,,,,,,fl ,,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,14,34,4/12/22,4/14/22,,,0.015,M,
367,NF84,719,570,NA,Nathalia,34,12,5.05,Sanderson,5/19/21,5/17/21,M,l,0.137,Cap Low,7.36,,34,6/3/21,0.0715,17,NA,NA,0,1,,,,,,,,,fl ,,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,17,34,4/12/22,4/16/22,,,0.015,M,
368,NF85,720,571,NA,Nathalia,34,12,5.05,Sanderson,5/19/21,5/17/21,M,l,0.134,None,NA,,34,6/11/21,0.0687,25,NA,NA,0,1,,,,,,,,,fl,fl,,,,,,,,,,,,,,,,,,,,sp,,NA,NA,NA,NA,,Small but not dying,,None,25,34,4/12/22,4/14/22,,,0.016,M,
369,NF87,721,572,NA,Nathalia,34,12,5.05,Sanderson,5/19/21,5/17/21,M,e,0.155,Cap High,8.33,,34,6/1/21,0.0888,15,NA,NA,0,1,,,,,,,,,fl ,fl,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap High,15,34,4/12/22,4/14/22,,,0.017,M,
370,NF89,722,573,NA,Nathalia,34,12,5.05,Sanderson,5/19/21,5/17/21,M,e,0.133,Difen Low,7.15,,34,6/1/21,0.0712,15,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Difen Low,15,34,4/12/22,4/14/22,,,0.015,M,
371,NF90,723,575,NA,Nathalia,34,13,4.47,Maria,5/19/21,5/16/21,F,l,0.231,Cap High,12.42,,34,6/5/21,0.1193,20,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Cap High,20,34,4/12/22,4/19/22,,,0.028,F,
372,NF91,724,576,NA,Nathalia,34,13,4.47,Maria,5/19/21,5/16/21,F,l,0.206,Cap High,11.07,,34,6/4/21,0.1091,19,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Cap High,19,34,4/12/22,4/14/22,,,0.026,F,
373,NF92,725,577,NA,Nathalia,34,13,4.47,Maria,5/19/21,5/16/21,F,l,0.226,Acetone,12.15,,34,6/4/21,0.1245,19,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Acetone,19,34,4/12/22,4/18/22,,,0.028,F,
374,NF93,726,578,NA,Nathalia,34,13,4.47,Maria,5/19/21,5/16/21,M,l,0.156,Difen High,8.38,,34,6/3/21,0.085,18,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,,Difen High,18,34,4/12/22,4/14/22,,,0.019,M,
375,NF94,727,579,NA,Nathalia,34,13,4.47,Maria,5/19/21,5/16/21,M,l,0.132,Cap Low,7.09,,34,5/31/21,0.0771,15,NA,NA,0,1,,,,,,,,,fl ,dl,,,,,,,,,sp,,,,,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,15,34,4/12/22,4/14/22,,,0.014,M,
376,NF95,728,580,NA,Nathalia,34,13,4.47,Maria,5/19/21,5/16/21,M,e,0.115,Acetone,6.18,,34,6/1/21,0.0653,16,NA,NA,0,1,,,,,,,,,fl ,,,,,,,,,,,sp,,,,,,,,,,,,NA,NA,NA,NA,,,,Acetone,16,34,4/12/22,4/14/22,,,0.014,M,
377,RF100,539,584,NA,Rachel,24,13,7.9,Comstock,5/14/21,5/13/21,M,e,0.166,Difen High,8.9,,24,6/5/21,0.0845,23,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen High,23,24,4/12/22,4/14/22,,,0.018,M,
378,RF101,540,585,NA,Rachel,24,13,8.9,Comstock,5/14/21,5/13/21,F,e,0.248,Cap Low,13.3,,24,6/4/21,0.0972,22,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,,sp,,,,,,,,,NA,NA,NA,NA,,,,Cap Low,22,24,4/12/22,4/18/22,,,0.023,M,
379,RF102,541,586,NA,Rachel,24,13,9.9,Comstock,5/14/21,5/13/21,M,e,0.149,Difen High,8,,24,6/5/21,0.0743,23,NA,NA,0,1,,,,,,fl,fl,fl,dl,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Difen High,23,24,4/12/22,4/14/22,,,0.019,M,
380,RF103,542,587,NA,Rachel,24,14,4.58,Rachel,5/17/21,5/16/21,F,hl,0.223,Acetone,12,,24,6/9/21,0.1016,24,NA,NA,0,1,,,,,,,fl,fl,dl,,,,,,,,,,,,,,,,,,,sp,,,,NA,NA,NA,NA,,,,Acetone,24,24,4/12/22,4/16/22,,,0.023,F,
381,RF104,543,588,NA,Rachel,24,14,4.58,Rachel,5/17/21,5/16/21,F,hl,0.232,Acetone,12.5,,24,6/5/21,0.111,20,NA,NA,0,1,,,,,,,fl,fl,fl,,,,,,,,,,,,,,,sp,,,,,,,,NA,NA,NA,NA,,,,Acetone,20,24,4/12/22,4/17/22,,,0.027,F,
382,RF105,544,589,NA,Rachel,24,14,4.58,Rachel,5/17/21,5/16/21,F,e,0.238,Cap Low,12.8,,24,6/3/21,0.1201,18,NA,NA,0,1,,,,,,,fl,fl,fl,,,,,,,,,,,,,sp,,,,,,,,,,NA,NA,NA,NA,,,y,Cap Low,18,24,4/12/22,,x,,NA,,
